          nazwa:		       0.000000	       0.000000	       0.000000
          nazwa:		       0.000000	       0.000000	       0.000000
          nazwa:		       0.010000	       0.000000	       0.000000
          nazwa:		       0.020000	       0.000000	       0.000000
          nazwa:		       0.030000	       0.000000	       0.000000
          nazwa:		       0.030000	       0.000000	       0.000000
          nazwa:		       0.020000	       0.000000	       0.000000
          nazwa:		       0.030000	       0.000000	       0.000000
          nazwa:		       0.020000	       0.000000	       0.000000
          nazwa:		       0.030000	       0.000000	       0.000000
